z,vz,az
0.84,0,0
0.838852,-0.204393,-16.4186
0.836069,-0.342224,-11.9541
0.832109,-0.449966,-9.96504
0.827172,-0.544578,-9.1247
0.821344,-0.633903,-8.81324
0.814653,-0.72153,-8.74118
0.807105,-0.809058,-8.77357
0.798694,-0.897164,-8.84786
0.789413,-0.986098,-8.93539
0.779251,-1.07592,-9.02335
0.768198,-1.16659,-9.10636
0.756243,-1.25806,-9.18244
0.743379,-1.35025,-9.25115
0.729598,-1.44309,-9.31275
0.714893,-1.53651,-9.36776
0.699257,-1.63045,-9.41678
0.682711,-1.71682,-7.56511
0.665448,-1.77009,-2.89058
0.647899,-1.77141,2.17309
0.630523,-1.73068,5.46645
0.613611,-1.66705,6.94132
0.597292,-1.5948,7.38751
0.581594,-1.52004,7.55169
0.566524,-1.44331,7.8083
0.552099,-1.36322,8.2077
0.538348,-1.2788,8.6511
0.52531,-1.19021,9.03151
0.513018,-1.09841,9.29365
0.501494,-1.00465,9.43274
0.490754,-0.910051,9.46983
0.480803,-0.815509,9.42951
0.47164,-0.721695,9.32933
0.463262,-0.629152,9.17885
0.45566,-0.538356,8.98297
0.448823,-0.449741,8.74528
0.442737,-0.363704,8.46987
0.437384,-0.280599,8.16158
0.432744,-0.200726,7.82558
0.428795,-0.124337,7.4669
0.425512,-0.0516328,7.09006
0.422869,0.0172254,6.69909
0.42084,0.0821156,6.29756
0.419394,0.142949,5.88869
0.418503,0.199669,5.47539
0.418136,0.252244,5.06034
0.418261,0.300671,4.64597
0.418848,0.344967,4.23448
0.419863,0.385172,3.82783
0.421276,0.421344,3.4278
0.423053,0.453558,3.03599
0.425162,0.481902,2.6538
0.427572,0.506482,2.2825
0.430251,0.52741,1.92319
0.433169,0.544812,1.57687
0.436294,0.558824,1.24439
0.439597,0.569586,0.926502
0.443049,0.577249,0.623836
0.446622,0.581968,0.33693
0.450289,0.583903,0.0662182
0.454025,0.583217,-0.187953
0.457803,0.580077,-0.425326
0.461601,0.574652,-0.645729
0.465396,0.567113,-0.849069
0.469167,0.55763,-1.03533
0.472894,0.546375,-1.20458
0.476559,0.533515,-1.35694
0.480144,0.519219,-1.49261
0.483635,0.503654,-1.61186
0.487016,0.486981,-1.71501
0.490275,0.469359,-1.80244
0.493401,0.450943,-1.8746
0.496383,0.431883,-1.93197
0.499214,0.412326,-1.97509
0.501885,0.392409,-2.00454
0.504391,0.372267,-2.02093
0.506726,0.352027,-2.02491
0.508889,0.331809,-2.01717
0.510876,0.311727,-1.99842
0.512685,0.291887,-1.96937
0.514319,0.272388,-1.93078
0.515776,0.253322,-1.8834
0.517059,0.234773,-1.82799
0.518171,0.216816,-1.76532
0.519115,0.199521,-1.69615
0.519896,0.182948,-1.62125
0.520518,0.167152,-1.54135
0.520988,0.152176,-1.45721
0.521312,0.138062,-1.36954
0.521496,0.12484,-1.27904
0.521547,0.112534,-1.18639
0.521473,0.101164,-1.09224
0.521281,0.0907396,-0.997225
0.52098,0.0812676,-0.901931
0.520577,0.0727476,-0.806923
0.520081,0.0651737,-0.712731
0.5195,0.0585353,-0.619849
0.518842,0.0528168,-0.528737
0.518115,0.0479983,-0.439817
0.517328,0.0440557,-0.353474
0.516488,0.0409615,-0.270055
0.515604,0.0386847,-0.189871
0.514682,0.0371916,-0.113196
0.513731,0.0364457,-0.0402674
0.512757,0.0364085,0.0287148
0.511767,0.0370397,0.0935838
0.510768,0.0382974,0.154207
0.509766,0.0401386,0.210486
0.508766,0.0425194,0.262351
0.507773,0.0453956,0.309765
0.506794,0.0487224,0.352718
0.505833,0.0524554,0.391226
0.504893,0.0565504,0.425333
0.50398,0.0609636,0.455102
0.503095,0.0656521,0.48062
0.502244,0.0705739,0.501996
0.501427,0.0756882,0.519351
0.500649,0.0809557,0.532828
0.49991,0.0863382,0.542581
0.499213,0.0917994,0.548776
0.498558,0.0973047,0.551591
0.497947,0.102821,0.551214
0.497381,0.108318,0.547839
0.49686,0.113766,0.541664
0.496384,0.119139,0.532895
0.495952,0.124411,0.521737
0.495566,0.12956,0.5084
0.495223,0.134565,0.493091
0.494924,0.139408,0.476017
0.494666,0.144072,0.457383
0.49445,0.148542,0.437391
0.494272,0.152805,0.416236
0.494134,0.156852,0.394112
0.494031,0.160674,0.371203
0.493963,0.164263,0.347689
0.493928,0.167614,0.323742
0.493924,0.170725,0.299524
0.493948,0.173592,0.275192
0.494,0.176216,0.250891
0.494077,0.178598,0.22676
