Execution Time (ms)
0.064
0.008
0.025
0.003
0.002
0.002
0.002
0.039
0.01
0.016
0.023
0.014
0.012
0.022
0.02
0.012
0.016
0.005
0.012
0.006
0.012
0.013
0.017
0.035
0.055
0.005
0.02
0.057
0.016
0.002
0.015
0.003
0.026
0.038
0.013
0.027
0.015
0.002
0.017
0.003
0.016
0.027
0.011
0.021
0.016
0.006
0.016
0.029
0.015
0.086
0.013
0.009
0.013
0.049
0.019
0.008
0.016
0.031
0.024
0.066
0.02
0.003
0.012
0.065
0.031
0.074
0.016
0.038
0.016
0.002
0.018
0.036
0.015
0.026
0.016
0.043
0.018
0.033
0.011
0.003
0.025
0.069
0.018
0.03
0.017
0.033
0.014
0.05
0.02
0.035
0.013
0.034
0.018
0.041
0.014
0.032
0.017
0.061
0.029
0.009
0.024
0.046
0.021
0.04
0.029
0.048
0.021
0.036
0.013
0.027
0.012
0.039
0.016
0.028
0.018
0.052
0.014
0.026
0.026
0.011
0.037
0.043
0.028
0.011
0.027
0.002
0.016
0.035
0.017
0.026
0.017
0.044
0.038
0.005
0.016
0.032
0.021
0.049
0.036
0.054
0.017
0.001
0.026
0.002
0.03
0.016
0.014
0.001
0.03
0.013
0.017
0.047
0.023
0.012
0.023
0.04
0.029
0.01
0.03
0.045
0.017
0.037
0.018
0.011
0.024
0.013
0.04
0.005
0.017
0.069
0.04
0.118
0.021
0.038
0.02
0.006
0.02
0.025
0.022
0.097
0.016
0.034
0.025
0.011
0.016
0.01
0.02
0.044
0.028
0.062
0.021
0.041
0.017
0.022
0.015
0.003
0.02
0.009
0.01
0.005
0.013
0.002
0.012
0.009
0.019
0.069
0.011
0.006
0.012
0.008
0.014
0.034
0.017
0.026
0.062
0.009
0.015
0.031
0.009
0.007
0.017
0.002
0.011
0.031
0.048
0.003
0.028
0.058
0.017
0.036
0.01
0.028
0.016
0.005
0.008
0.032
0.014
0.043
0.01
0.003
0.009
0.001
0.012
0.022
0.018
0.003
0.016
0.006
0.017
0.003
0.012
0.031
0.014
0.03
0.011
0.029
0.013
0.003
0.01
0.02
0.02
0.038
0.028
0.002
0.027
0.044
0.018
0.008
0.018
0.003
0.025
0.039
0.036
0.066
0.019
0.037
0.015
0.001
0.022
0.012
0.022
0.055
0.017
0.024
0.022
0.004
0.033
0.012
0.02
0.055
0.021
0.024
0.017
0.045
0.016
0.07
0.02
0.039
0.023
0.045
0.018
0.004
0.069
0.085
0.022
0.039
0.043
0.157
0.014
0.003
0.019
0.055
0.013
0.001
0.02
0.033
0.017
0.004
0.03
0.006
0.016
0.247
0.047
0.078
0.016
0.041
0.022
0.038
0.014
0.001
0.026
0.003
0.02
0.049
0.017
0.005
0.018
0.033
0.016
0.01
0.016
0.032
0.07
0.091
0.019
0.035
0.019
0.048
0.017
0.031
0.023
0.099
0.02
0.003
0.023
0.01
0.02
0.007
0.029
0.075
0.021
0.002
0.019
0.033
0.014
0.033
0.024
0.081
0.018
0.036
0.023
0.039
0.019
0.042
0.021
0.056
0.015
0.007
0.051
0.007
0.018
0.028
0.077
0.099
0.016
0.027
0.014
0.002
0.016
0.038
0.053
0.112
0.024
0.045
0.028
0.112
0.017
0.022
0.022
0.01
0.017
0.026
0.016
0.002
0.016
0.028
0.087
0.101
0.017
0.07
0.015
0.029
0.031
0.035
0.068
0.01
0.021
0.042
0.057
0.12
0.014
0.003
0.021
0.038
0.024
0.01
0.036
0.053
0.022
0.04
0.083
0.009
0.018
0.038
0.05
0.088
0.016
0.045
0.017
0.035
0.023
0.038
0.067
0.149
0.019
0.004
0.03
0.104
0.018
0.011
0.016
0.009
0.046
0.052
0.019
0.002
0.022
0.036
0.017
0.054
0.019
0.044
0.032
0.054
0.018
0.04
0.039
0.041
0.017
0.069
0.076
0.1
0.019
0.043
0.059
0.154
0.018
0.04
0.027
0.006
0.02
0.035
0.021
0.039
0.021
0.046
0.061
0.012
0.017
0.039
0.09
0.023
0.05
0.141
0.052
0.093
0.024
0.081
0.055
0.012
0.021
0.036
0.041
0.095
0.02
0.045
0.018
0.032
0.014
0.045
0.018
0.048
0.022
0.029
0.037
0.058
0.015
0.029
0.027
0.072
0.014
0.001
0.029
0.078
0.022
0.003
0.082
0.106
0.017
0.004
0.017
0.019
0.026
0.05
0.036
0.002
0.018
0.031
0.027
0.073
0.023
0.003
0.023
0.008
0.017
0.035
0.019
0.037
0.021
0.045
0.017
0.049
0.035
0.079
0.068
0.149
0.022
0.026
0.025
0.063
0.016
0.01
0.027
0.04
0.02
0.004
0.02
0.033
0.019
0.01
0.02
0.06
0.021
0.034
0.062
0.148
0.015
0.031
0.037
0.184
0.019
0.004
0.071
0.085
0.017
0.036
0.083
0.024
0.02
0.015
0.029
0.016
0.017
0.054
0.07
0.085
0.024
0.076
0.065
0.1
0.022
0.006
0.055
0.056
0.018
0.004
0.019
0.031
0.017
0.042
0.02
0.04
0.017
0.033
0.201
0.014
0.026
0.044
0.025
0.04
0.02
0.067
0.021
0.106
0.024
0.003
0.046
0.096
0.014
0.06
0.016
0.001
0.017
0.003
0.023
0.034
0.02
0.049
0.066
0.123
0.015
0.002
0.025
0.048
0.018
0.008
0.064
0.13
0.018
0.045
0.013
0.036
0.032
0.08
0.082
0.005
0.018
0.023
0.025
0.037
0.015
0.001
0.018
0.076
0.015
0.044
0.025
0.046
0.017
0.028
0.018
0.003
0.022
0.003
0.015
0.028
0.018
0.026
0.013
0.038
0.018
0.031
0.02
0.004
0.015
0.002
0.041
0.073
0.017
0.042
0.013
0.049
0.021
0.004
0.014
0.039
0.022
0.038
0.032
0.005
0.015
0.009
0.013
0.058
0.014
0.001
0.046
0.069
0.017
0.044
0.014
0.093
0.018
0.037
0.02
0.044
0.018
0.046
0.046
0.103
0.023
0.002
0.016
0.03
0.015
0.032
0.017
0.039
0.016
0.032
0.019
0.078
0.014
0.004
0.015
0.002
0.019
0.003
0.014
0.041
0.014
0.029
0.015
0.005
0.02
0.036
0.018
0.03
0.015
0.038
0.013
0.032
0.018
0.003
0.017
0.073
0.017
0.005
0.018
0.033
0.014
0.004
0.021
0.037
0.013
0.007
0.02
0.004
0.019
0.011
0.034
0.033
0.014
0.029
0.012
0.065
0.018
0.073
0.02
0.034
0.013
0.062
0.013
0.081
0.013
0.041
0.06
0.005
0.018
0.03
0.059
0.194
0.02
0.006
0.02
0.044
0.014
0.002
0.022
0.01
0.024
0.066
0.057
0.101
0.018
0.007
0.058
0.008
0.022
0.033
0.012
0.056
0.013
0.002
0.015
0.003
0.062
0.009
0.034
0.01
0.017
0.009
0.035
0.053
0.029
0.008
0.02
0.05
0.017
0.031
0.055
0.076
0.013
0.001
0.053
0.093
0.018
0.07
0.024
0.074
0.023
0.012
0.032
0.046
0.019
0.041
0.017
0.033
0.019
0.002
0.017
0.012
0.016
0.043
0.046
0.084
0.016
0.035
0.017
0.053
0.017
0.036
0.046
0.004
0.031
0.052
0.017
0.004
0.016
0.034
0.05
