z,vz,az
0.84,0,0
0.838852,-0.204393,-16.4186
0.836069,-0.342224,-11.9541
0.832109,-0.449966,-9.96504
0.827172,-0.544578,-9.1247
0.821344,-0.633903,-8.81324
0.814653,-0.72153,-8.74118
0.807105,-0.809058,-8.77357
0.798694,-0.897164,-8.84786
0.789413,-0.986098,-8.93539
0.779251,-1.07592,-9.02335
0.768198,-1.16659,-9.10636
0.756243,-1.25806,-9.18244
0.743379,-1.35025,-9.25115
0.729598,-1.44309,-9.31274
0.714893,-1.53651,-9.36775
0.699257,-1.63045,-9.41676
0.68271,-1.71682,-7.5651
0.665447,-1.77009,-2.89073
0.647899,-1.77142,2.17259
0.630909,-1.66427,10.2142
0.614878,-1.55708,11.446
0.599889,-1.4325,13.3389
0.586097,-1.29184,14.5733
0.573596,-1.14378,14.8853
0.562398,-0.996288,14.5558
0.552459,-0.853799,13.9512
0.543708,-0.717975,13.284
0.536053,-0.592992,12.3344
0.529404,-0.476525,11.4562
0.52369,-0.368264,10.5465
0.518841,-0.2688,9.60717
0.514787,-0.178078,8.72118
0.511468,-0.0952029,7.95539
0.508833,-0.018913,7.32692
0.506848,0.0519693,6.81566
0.505485,0.118316,6.38606
0.504739,0.183561,6.21446
0.504594,0.244167,5.84677
0.505024,0.301081,5.51724
0.506007,0.354613,5.16475
0.507517,0.404165,4.7411
0.509519,0.449035,4.25643
0.511971,0.488828,3.74308
0.51483,0.523459,3.22851
0.518051,0.55304,2.72905
0.521587,0.577229,2.21439
0.525388,0.595928,1.70023
0.529406,0.609791,1.21397
0.533594,0.618958,0.737301
0.537907,0.623583,0.286569
0.542299,0.624025,-0.120531
0.546729,0.620756,-0.478287
0.551162,0.614253,-0.789187
0.555567,0.604951,-1.05753
0.559916,0.593247,-1.28649
0.564187,0.579527,-1.47557
0.568362,0.564233,-1.61463
0.572424,0.547761,-1.72391
0.57636,0.530356,-1.81003
0.580159,0.512241,-1.87256
0.583812,0.493634,-1.91484
0.587311,0.474704,-1.94235
0.590652,0.455566,-1.95974
0.593831,0.436313,-1.96747
0.596847,0.417048,-1.96361
0.5997,0.397895,-1.94643
0.602392,0.379065,-1.90021
0.604925,0.360758,-1.84401
0.607302,0.343029,-1.7838
0.609527,0.32592,-1.71807
0.611605,0.309479,-1.64859
0.613537,0.293272,-1.61128
0.615322,0.277029,-1.60369
0.616958,0.260867,-1.60265
0.618446,0.244691,-1.61245
0.6198,0.231367,-1.40679
0.621025,0.217177,-1.40197
0.622116,0.203246,-1.33369
0.623078,0.190184,-1.25495
0.623916,0.177707,-1.21558
0.624632,0.165382,-1.21226
0.625224,0.152995,-1.22141
0.62569,0.140563,-1.22412
0.626029,0.128218,-1.21146
0.626259,0.119044,-0.967398
0.626388,0.109438,-0.920522
0.626416,0.100462,-0.818718
0.626356,0.0930415,-0.685973
0.626215,0.0863248,-0.627297
0.625997,0.0799361,-0.603947
0.625703,0.0736844,-0.597036
0.625334,0.067502,-0.593146
0.62489,0.0614242,-0.582508
0.624391,0.0584691,-0.345461
0.623843,0.0550005,-0.308499
0.623247,0.052062,-0.218049
0.622613,0.0501723,-0.126534
0.621948,0.0489684,-0.0818938
0.621257,0.0479464,-0.0789291
0.620539,0.0468422,-0.0928073
0.619794,0.0456274,-0.104284
0.619023,0.044392,-0.104703
0.618243,0.046176,0.122257
0.617463,0.0473287,0.14672
0.616683,0.048861,0.221134
0.61591,0.0512559,0.292996
0.61515,0.0541176,0.314735
0.614407,0.0569771,0.296734
0.613678,0.0594633,0.254973
0.612961,0.0615593,0.215584
0.612252,0.0633563,0.186531
0.611569,0.0678843,0.38409
0.610916,0.0714844,0.378532
0.61029,0.0751673,0.42329
0.609696,0.0794235,0.466482
0.609139,0.0838684,0.460726
0.608618,0.0879821,0.411819
0.608128,0.0914905,0.345267
0.607663,0.0943618,0.281013
0.607221,0.0966891,0.228356
0.606813,0.101525,0.404884
0.606444,0.105234,0.380104
0.60611,0.109147,0.429594
0.605814,0.113378,0.456535
0.605559,0.117642,0.439498
0.605343,0.121474,0.379344
0.605159,0.124565,0.296939
0.605,0.126836,0.213105
0.604876,0.131287,0.355872
0.604787,0.134299,0.300052
0.604724,0.136942,0.301268
0.604693,0.140513,0.362528
0.604695,0.143774,0.329566
0.604725,0.14647,0.26851
0.604778,0.148485,0.192779
0.604846,0.149728,0.109994
0.604922,0.150185,0.0302396
0.605017,0.152865,0.177996
0.605131,0.154147,0.126945
0.605256,0.155101,0.132832
