z,vz,az
0.84,0,0
0.838852,-0.204393,-16.4186
0.836069,-0.342224,-11.9541
0.832109,-0.449966,-9.96504
0.827172,-0.544578,-9.1247
0.821344,-0.633903,-8.81324
0.814653,-0.72153,-8.74118
0.807105,-0.809058,-8.77357
0.798694,-0.897164,-8.84786
0.789413,-0.986098,-8.93539
0.779251,-1.07592,-9.02335
0.768198,-1.16659,-9.10636
0.756243,-1.25806,-9.18244
0.743379,-1.35025,-9.25115
0.729598,-1.44309,-9.31275
0.714893,-1.53651,-9.36776
0.699257,-1.63045,-9.41678
0.682711,-1.71682,-7.56511
0.665448,-1.77009,-2.89057
0.647899,-1.77141,2.17311
0.630523,-1.73068,5.46652
0.613611,-1.66705,6.94147
0.597292,-1.59479,7.38774
0.581594,-1.52003,7.552
0.566524,-1.4433,7.80868
0.552099,-1.3632,8.20814
0.538348,-1.27878,8.65159
0.52531,-1.19018,9.03204
0.513018,-1.09838,9.29419
0.501494,-1.00461,9.43329
0.490754,-0.910011,9.47038
0.480802,-0.815463,9.43004
0.471639,-0.721644,9.32984
0.46326,-0.629096,9.17933
0.455658,-0.538295,8.98341
0.448821,-0.449676,8.74569
0.442734,-0.363636,8.47023
0.43738,-0.280527,8.16189
0.43274,-0.200652,7.82586
0.42879,-0.124259,7.46714
0.425506,-0.0515534,7.09026
0.422863,0.0173067,6.69926
0.420832,0.0821986,6.29771
0.419386,0.143034,5.88882
0.418494,0.199755,5.47551
0.418126,0.252331,5.06045
0.418251,0.300759,4.64607
0.418836,0.345056,4.23458
0.419851,0.385262,3.82793
0.421262,0.421435,3.42791
0.423039,0.45365,3.03611
0.425147,0.481996,2.65393
0.427556,0.506576,2.28264
0.430235,0.527506,1.92335
0.433151,0.54491,1.57704
0.436276,0.558923,1.24458
0.439578,0.569688,0.926703
0.44303,0.577353,0.624051
0.446603,0.582074,0.337156
0.45027,0.584011,0.0664548
0.454004,0.583327,-0.187708
0.457783,0.58019,-0.425075
0.46158,0.574768,-0.645474
0.465375,0.567231,-0.848813
0.469146,0.557751,-1.03508
0.472873,0.546498,-1.20433
0.476538,0.533641,-1.35669
0.480123,0.519348,-1.49237
0.483614,0.503784,-1.61163
0.486995,0.487113,-1.71479
0.490255,0.469493,-1.80224
0.493381,0.451079,-1.87442
0.496363,0.432022,-1.93181
0.499194,0.412465,-1.97495
0.501866,0.39255,-2.00442
0.504372,0.372409,-2.02083
0.506708,0.35217,-2.02484
0.508871,0.331953,-2.01712
0.510858,0.311871,-1.99839
0.512669,0.292031,-1.96937
0.514302,0.272532,-1.9308
0.51576,0.253466,-1.88344
0.517044,0.234916,-1.82805
0.518156,0.216959,-1.7654
0.519101,0.199663,-1.69626
0.519882,0.183089,-1.62137
0.520506,0.16729,-1.5415
0.520976,0.152314,-1.45737
0.5213,0.138198,-1.36972
0.521485,0.124974,-1.27923
0.521536,0.112666,-1.1866
0.521463,0.101293,-1.09246
0.521272,0.0908671,-0.997453
0.520971,0.0813928,-0.902167
0.520568,0.0728703,-0.807166
0.520073,0.065294,-0.712979
0.519492,0.0586531,-0.620101
0.518834,0.0529321,-0.528992
0.518108,0.048111,-0.440072
0.517321,0.0441659,-0.353728
0.516482,0.0410691,-0.270307
0.515598,0.0387898,-0.19012
0.514677,0.0372942,-0.113441
0.513726,0.0365459,-0.0405056
0.512752,0.0365064,0.0284836
0.511762,0.0371353,0.0933607
0.510763,0.0383908,0.153993
0.509761,0.0402299,0.210282
0.508761,0.0426088,0.262158
0.507768,0.0454831,0.309583
0.506789,0.0488082,0.352548
0.505828,0.0525396,0.391069
0.504888,0.056633,0.425187
0.503975,0.0610448,0.45497
0.50309,0.065732,0.480502
0.502239,0.0706527,0.501891
0.501422,0.0757661,0.51926
0.500643,0.0810327,0.532751
0.499904,0.0864145,0.542517
0.499207,0.0918752,0.548725
0.498552,0.09738,0.551554
0.497941,0.102896,0.55119
0.497375,0.108393,0.547827
0.496853,0.113841,0.541664
0.496377,0.119214,0.532907
0.495945,0.124486,0.52176
0.495558,0.129636,0.508434
0.495215,0.134641,0.493135
0.494916,0.139484,0.47607
0.494658,0.144148,0.457445
0.494441,0.148619,0.437461
0.494264,0.152883,0.416314
0.494125,0.156931,0.394196
0.494022,0.160753,0.371293
0.493954,0.164343,0.347784
0.493918,0.167696,0.323841
0.493914,0.170807,0.299627
0.493939,0.173676,0.275298
0.49399,0.176301,0.251
0.494066,0.178684,0.226871
0.494165,0.180828,0.203039
