z,vz,az
0.84,0,0
0.838852,-0.204393,-16.4186
0.836069,-0.342224,-11.9541
0.832109,-0.449966,-9.96504
0.827172,-0.544578,-9.12471
0.821344,-0.633904,-8.81326
0.814653,-0.72153,-8.74121
0.807105,-0.809059,-8.77363
0.798695,-0.897166,-8.84794
0.789414,-0.986101,-8.93549
0.779251,-1.07592,-9.02349
0.768198,-1.1666,-9.10653
0.756244,-1.25807,-9.18263
0.743381,-1.35026,-9.25138
0.7296,-1.4431,-9.313
0.714895,-1.53653,-9.36804
0.699261,-1.63047,-9.41709
0.682715,-1.71684,-7.56519
0.665453,-1.77011,-2.8895
0.647906,-1.77141,2.17606
0.63053,-1.73064,5.47161
0.613621,-1.66694,6.94865
0.597302,-1.5946,7.39681
0.581605,-1.51974,7.56275
0.566536,-1.4429,7.82091
0.552111,-1.36267,8.22164
0.538359,-1.27811,8.66611
0.525319,-1.18936,9.04731
0.513024,-1.0974,9.3099
0.501496,-1.00348,9.44911
0.490749,-0.908716,9.48598
0.48079,-0.814015,9.44513
0.471617,-0.720049,9.34415
0.463228,-0.627363,9.19266
0.455613,-0.536435,8.99563
0.448761,-0.447699,8.75671
0.442657,-0.361556,8.48002
0.437286,-0.278355,8.17048
0.432625,-0.1984,7.83328
0.428654,-0.121939,7.47349
0.425348,-0.0491748,7.09565
0.422682,0.0197348,6.70383
0.420627,0.0846686,6.30159
0.419155,0.14554,5.89217
0.418237,0.202292,5.47847
0.417843,0.254897,5.06318
0.417941,0.303351,4.64871
0.4185,0.347675,4.23725
0.419488,0.387908,3.83076
0.420874,0.424111,3.43099
0.422625,0.456358,3.03951
0.424708,0.48474,2.65773
0.427094,0.509361,2.28688
0.42975,0.530335,1.92806
0.432645,0.547789,1.58223
0.435749,0.561857,1.25025
0.439033,0.57268,0.932833
0.442468,0.580409,0.630607
0.446025,0.585198,0.344095
0.449679,0.587206,0.073723
0.453402,0.586596,-0.180173
0.45717,0.583535,-0.417341
0.46096,0.578191,-0.637615
0.464749,0.570734,-0.840906
0.468516,0.561333,-1.0272
0.47224,0.550157,-1.19656
0.475904,0.537377,-1.3491
0.479491,0.523159,-1.48504
0.482985,0.507667,-1.60463
0.486371,0.491064,-1.70819
0.489637,0.473507,-1.7961
0.49277,0.455152,-1.86878
0.495762,0.436148,-1.92674
0.498603,0.41664,-1.97048
0.501287,0.396766,-2.00059
0.503806,0.37666,-2.01767
0.506156,0.356448,-2.02236
0.508333,0.336252,-2.01535
0.510336,0.316184,-1.99733
0.512163,0.296351,-1.96902
0.513813,0.276852,-1.93117
0.515288,0.257779,-1.88451
0.516589,0.239214,-1.8298
0.51772,0.221236,-1.76781
0.518682,0.203912,-1.6993
0.519481,0.187305,-1.62502
0.520122,0.171467,-1.54571
0.52061,0.156446,-1.46212
0.520952,0.14228,-1.37496
0.521153,0.129001,-1.28492
0.521221,0.116634,-1.19269
0.521164,0.105198,-1.09892
0.520988,0.0947058,-1.00422
0.520702,0.0851625,-0.909199
0.520313,0.0765685,-0.814415
0.519831,0.0689188,-0.720398
0.519263,0.062203,-0.627643
0.518617,0.0564062,-0.536609
0.517901,0.0515087,-0.447721
0.517125,0.0474871,-0.361364
0.516294,0.0443142,-0.277888
0.515418,0.0419596,-0.197605
0.514504,0.0403898,-0.120791
0.51356,0.0395689,-0.0476855
0.512591,0.0394586,0.0215082
0.511606,0.040019,0.0866214
0.51061,0.0412085,0.147519
0.50961,0.0429844,0.204099
0.508612,0.045303,0.256291
0.507621,0.0481204,0.304052
0.506642,0.051392,0.347372
0.50568,0.0550736,0.386263
0.504739,0.059121,0.420766
0.503824,0.0634906,0.450942
0.502937,0.0681397,0.476875
0.502081,0.0730262,0.498671
0.501261,0.0781096,0.516449
0.500478,0.0833502,0.530349
0.499734,0.0887101,0.540522
0.499031,0.094153,0.547134
0.498371,0.099644,0.550359
0.497754,0.10515,0.550383
0.497181,0.110641,0.547398
0.496653,0.116087,0.541602
0.49617,0.121461,0.533196
0.495732,0.126738,0.522387
0.495338,0.131895,0.509382
0.494988,0.136912,0.494386
0.494681,0.141769,0.477607
0.494416,0.14645,0.459248
0.494192,0.15094,0.439509
0.494008,0.155226,0.418587
0.493862,0.159297,0.396674
0.493752,0.163146,0.373954
0.493678,0.166763,0.350607
0.493636,0.170144,0.326803
0.493625,0.173286,0.302707
0.493644,0.176186,0.278475
0.49369,0.178843,0.254253
0.493761,0.181259,0.23018
0.493855,0.183436,0.206383
